iter	Logloss
466	0.08959447163
467	0.08936491742
468	0.08921771
469	0.08913031599
470	0.08889419501
471	0.08866088052
472	0.08846742075
473	0.08823451356
474	0.08797096744
475	0.08779315282
476	0.08763999486
477	0.08750104187
478	0.08735136308
479	0.08717413678
480	0.08685218309
481	0.08662750706
482	0.08647544443
483	0.08640220046
484	0.08610933982
485	0.08597799215
486	0.0858664711
487	0.08570238858
488	0.08551097494
489	0.08536334463
490	0.08520602792
491	0.08498044517
492	0.08483766473
493	0.0845848645
494	0.08442227445
495	0.08420297202
496	0.08395101061
497	0.08379450996
498	0.08367374331
499	0.0834105124
500	0.08330819263
501	0.08315755014
502	0.08290923409
503	0.08273186022
504	0.08248314679
505	0.08230598793
506	0.08224945116
507	0.08204488415
508	0.08194367773
509	0.08175845655
510	0.08145723928
511	0.08130056365
512	0.08116358891
513	0.08103167164
514	0.08083397808
515	0.08075472292
516	0.08058025617
517	0.08041867234
518	0.08033097882
519	0.0801731094
520	0.08002991462
521	0.07984991921
522	0.0796576573
523	0.0794800045
524	0.07943425891
525	0.07929434083
526	0.07919713881
527	0.07911924264
528	0.07896639945
529	0.07880581139
530	0.07865965106
531	0.07849801175
532	0.07842500423
533	0.0782380097
534	0.07805111235
535	0.07797771533
536	0.07782144495
537	0.07771957364
538	0.07740036731
539	0.07728110679
540	0.07721916984
541	0.07704715333
542	0.07698978664
543	0.07686697281
544	0.07673565697
545	0.07658683774
546	0.07638302916
547	0.07631774052
548	0.07612457922
549	0.07600549341
550	0.07594277502
551	0.07589920804
552	0.07575715306
553	0.07566049826
554	0.07537078342
555	0.07526829598
556	0.07515127498
557	0.0750546393
558	0.07495836349
559	0.07477005917
560	0.07466324668
561	0.07445961289
562	0.07428365133
563	0.0741016969
564	0.0740527387
565	0.0739266984
566	0.07375346575
567	0.07365915463
568	0.07348978036
569	0.0733598426
570	0.07314827396
571	0.07303662343
572	0.07293106385
573	0.07279797722
574	0.07270425907
575	0.07261171225
576	0.07249419576
577	0.07237793409
578	0.07230598284
579	0.07217096821
580	0.07200163831
581	0.07192764936
582	0.0717431648
583	0.07164008983
584	0.07157075177
585	0.07146123094
586	0.07137351929
587	0.07118330243
588	0.07103744165
589	0.07085899653
590	0.07070822662
591	0.070556501
592	0.070390783
593	0.07029479339
594	0.07016352006
595	0.07000088763
596	0.06988798105
597	0.06983308173
598	0.06966342368
599	0.06957179449
600	0.06948021964
601	0.06939282447
602	0.06927375164
603	0.06919604609
604	0.06910606546
605	0.06906238905
606	0.0689087078
607	0.06878057066
608	0.06867966538
609	0.06856436321
610	0.06844346549
611	0.06836439833
612	0.06822981293
613	0.06817708721
614	0.06803683955
615	0.06788804935
616	0.06772135986
617	0.06764352404
618	0.06751471703
619	0.06738788148
620	0.06735169268
621	0.06722319009
622	0.06712316187
623	0.06703046056
624	0.06688083755
625	0.06676953971
626	0.06664829013
627	0.0665464015
628	0.06644425175
629	0.06631434316
630	0.06614285416
631	0.06608091043
632	0.06600268259
633	0.06584265879
634	0.06573414244
635	0.06558668261
636	0.06548443887
637	0.06535102649
638	0.06529269564
639	0.06516488155
640	0.06510454566
641	0.06495798452
642	0.06485389094
643	0.064693866
644	0.06460036077
645	0.06453397544
646	0.06439869437
647	0.06427906693
648	0.06409408772
649	0.06394596503
650	0.06373072283
651	0.06358176446
652	0.06343919549
653	0.06338422744
654	0.06327814787
655	0.0631661221
656	0.06302585583
657	0.06294428965
658	0.06284553914
659	0.06272453665
660	0.06261445801
661	0.06255530083
662	0.06247831211
663	0.06239253528
664	0.06229515503
665	0.06219788137
666	0.06205007259
667	0.06191941949
668	0.06182455243
669	0.06174502338
670	0.06161430174
671	0.06154429736
672	0.06146006967
673	0.06137808802
674	0.06122589097
675	0.06119017054
676	0.06112068222
677	0.06103081586
678	0.06089633166
679	0.06081833466
680	0.06072533447
681	0.06054875014
682	0.06045658042
683	0.0603703621
684	0.06024851461
685	0.06009580783
686	0.06000042858
687	0.05985093545
688	0.05979931741
689	0.0596754905
690	0.05958370182
691	0.05949793717
692	0.05943929721
693	0.05934679129
694	0.05927136474
695	0.05920353489
696	0.05914867181
697	0.05902673518
698	0.05888998248
699	0.05880973567
700	0.05874001186
701	0.05866560429
702	0.05858101215
703	0.05849923108
704	0.05843726973
705	0.0583626381
706	0.05830485898
707	0.05817906051
708	0.05803872106
709	0.05792384172
710	0.05778810633
711	0.05769422921
712	0.05756545016
713	0.05747800536
714	0.05739677491
715	0.05736220027
716	0.05723177098
717	0.05717833179
718	0.05706912721
719	0.05698000152
720	0.056901665
721	0.05679516437
722	0.05675831507
723	0.05668489666
724	0.05659173444
725	0.0564750366
726	0.05635270163
727	0.0562578351
728	0.05616907926
729	0.05606570044
730	0.05598209178
731	0.05591978593
732	0.05585267921
733	0.05571326459
734	0.05563843141
735	0.05552749635
736	0.05541008416
737	0.05531882982
738	0.05522643033
739	0.05519064896
740	0.05511068985
741	0.05497811177
742	0.05492081229
743	0.05488078965
744	0.05476504348
745	0.05472779193
746	0.05460104382
747	0.05451590927
748	0.05447695685
749	0.05438723207
750	0.05431060657
751	0.0542628433
752	0.05417572478
753	0.05411923584
754	0.05401238941
755	0.05388544029
756	0.05382529809
757	0.05368958789
758	0.05354985595
759	0.05346604284
760	0.0533668596
761	0.05327383273
762	0.05320948914
763	0.05313327046
764	0.05299421755
765	0.05290637492
766	0.05281849322
767	0.0527661839
768	0.05261227173
769	0.05254315473
770	0.05247669662
771	0.05235390251
772	0.052204709
773	0.05205742252
774	0.05198640547
775	0.05190610846
776	0.0518285049
777	0.05171692642
778	0.05163738877
779	0.05156050379
780	0.05143598755
781	0.05137621177
782	0.0512836036
783	0.05121593217
784	0.0511617057
785	0.05109670595
786	0.05099985145
787	0.05093698962
788	0.05088178068
789	0.050809265
790	0.0507067773
791	0.05061588288
792	0.05055217578
793	0.05051728869
794	0.05043817507
795	0.0503379104
796	0.05026231616
797	0.05018829857
798	0.05005998415
799	0.04991908725
800	0.04985763762
801	0.04975084697
802	0.04967217988
803	0.04958700192
804	0.04948933952
805	0.04942558242
806	0.04934273446
807	0.0492841919
808	0.04919181949
809	0.04915874793
810	0.04904296824
811	0.04897238892
812	0.04893764056
813	0.04890123394
814	0.04879982749
815	0.04874455118
816	0.04866009374
817	0.04859980185
818	0.04857782262
819	0.04853436349
820	0.04847704204
821	0.0483958943
822	0.04828959055
823	0.048267283
824	0.04818159602
825	0.04809035417
826	0.04805464839
827	0.04799636876
828	0.04792558119
829	0.04784122611
830	0.04777826844
831	0.04770401264
832	0.04761477352
833	0.04756427065
834	0.04751036604
835	0.0474192048
836	0.04739724658
837	0.04729587357
838	0.04724039346
839	0.04714268538
840	0.04707887198
841	0.04700106753
842	0.04689745272
843	0.04683095172
844	0.04675993763
845	0.04672777831
846	0.04663708871
847	0.04655989898
848	0.04650781669
849	0.04642767771
850	0.04638470464
851	0.04628076874
852	0.04618787547
853	0.04613860532
854	0.04602846766
855	0.04596450489
856	0.0459027
857	0.04582991455
858	0.04577110948
859	0.04570715797
860	0.04564729197
861	0.04554530035
862	0.04547379988
863	0.04539524094
864	0.04530071974
865	0.04524327755
866	0.04516570893
867	0.04509826797
868	0.04499105455
869	0.04489056387
870	0.04485064351
871	0.04479900621
872	0.04473172605
873	0.04469393539
874	0.04460103457
875	0.04450619866
876	0.0444072213
877	0.04432737869
878	0.0442365002
879	0.04419091833
880	0.04413915395
881	0.04409733427
882	0.04401792246
883	0.04394727246
884	0.0438825275
885	0.04380747881
886	0.04370500982
887	0.04364512586
888	0.04358625771
889	0.04356062394
890	0.04348692794
891	0.04340921845
892	0.04334659847
893	0.04330607511
894	0.04327303435
895	0.04322067598
896	0.043172175
897	0.04309180907
898	0.04304528169
899	0.04299282853
900	0.04292197282
901	0.04286542013
902	0.04282771057
903	0.04275568553
904	0.0426673958
905	0.04260442386
906	0.04252779084
907	0.04245269386
908	0.04241152582
909	0.04235801002
910	0.04230127398
911	0.04220573145
912	0.04215089948
913	0.04212752507
914	0.04207360206
915	0.04201733732
916	0.04191123087
917	0.04183313005
918	0.04178944828
919	0.04171389084
920	0.04167035385
921	0.04157678021
922	0.04150258643
923	0.04140597745
924	0.04133841234
925	0.04121442059
926	0.04116190081
927	0.04108665954
928	0.04102278207
929	0.04096115186
930	0.04092653548
931	0.04089774112
932	0.04085458284
933	0.04079533146
934	0.04070391089
935	0.0406520433
936	0.04057715539
937	0.04051645797
938	0.04049809498
939	0.04043304184
940	0.04036929944
941	0.04028963132
942	0.0402424114
943	0.04018382033
944	0.04014036386
945	0.0400588764
946	0.04004229867
947	0.04002880939
948	0.03997622871
949	0.03986424571
950	0.03977646728
951	0.03970746625
952	0.03961345129
953	0.0395209423
954	0.03947782015
955	0.03941103341
956	0.03936521954
957	0.0393244917
958	0.03926077816
959	0.0392256218
960	0.03917774697
961	0.03912609237
962	0.03904735271
963	0.03897789743
964	0.03890138567
965	0.03886574203
966	0.03880072952
967	0.03874531944
968	0.03871403577
969	0.0386618385
970	0.03862286942
971	0.03853271418
972	0.03848529395
973	0.03840675253
974	0.03835358274
975	0.03830640808
976	0.03822417965
977	0.03815635613
978	0.03806059196
979	0.03801922395
980	0.03795201491
981	0.03788522606
982	0.03782401002
983	0.03778016463
984	0.03774423663
985	0.03767507203
986	0.03759971439
987	0.03756403842
988	0.03753147514
989	0.03744030986
990	0.03738875252
991	0.03732215543
992	0.03729865268
993	0.03724661995
994	0.03720698303
995	0.03710013592
996	0.03704273468
997	0.03699268096
998	0.03694421623
999	0.03691660991
