iter	Logloss
460	0.3911337044
461	0.391066182
462	0.390987253
463	0.3909049468
464	0.3908272426
465	0.3907491369
466	0.3906227825
467	0.390539411
468	0.3904852824
469	0.39039533
470	0.3902869694
471	0.390226074
472	0.390155184
473	0.3900452953
474	0.3899463546
475	0.389898044
476	0.3898031441
477	0.3896904203
478	0.389621772
479	0.389522966
480	0.389426869
481	0.3893568744
482	0.3892971282
483	0.3891754366
484	0.3891087986
485	0.3889096239
486	0.3888413865
487	0.3887123436
488	0.3886344479
489	0.3885440299
490	0.3884706151
491	0.3884068254
492	0.3883458534
493	0.3882554828
494	0.388155339
495	0.3880256227
496	0.3879026162
497	0.3878023208
498	0.3877088288
499	0.3876651599
500	0.3875102253
501	0.3874163316
502	0.387331349
503	0.3872647472
504	0.3871814398
505	0.3870818975
506	0.3870355507
507	0.3869718824
508	0.3868947941
509	0.3868077703
510	0.3867404288
511	0.3866815948
512	0.3866140438
513	0.3865482447
514	0.3864492484
515	0.3862903202
516	0.3861804517
517	0.3860786854
518	0.3859738004
519	0.3858799328
520	0.3857619966
521	0.3856901185
522	0.3855625497
523	0.3854847111
524	0.3853848748
525	0.3852310568
526	0.3851029994
527	0.385046789
528	0.3849713411
529	0.3849161473
530	0.384847497
531	0.3847650217
532	0.3846453244
533	0.3845443561
534	0.3844816111
535	0.3844049951
536	0.3842725511
537	0.3841960368
538	0.384144124
539	0.3840578283
540	0.3839965832
541	0.3839332284
542	0.3838449708
543	0.3837758625
544	0.3837488579
545	0.3836630491
546	0.3835253204
547	0.383406325
548	0.383328647
549	0.3832497697
550	0.383167629
551	0.3830621575
552	0.3829525151
553	0.3828853894
554	0.3828022233
555	0.3826731053
556	0.382552493
557	0.3824363586
558	0.3823536931
559	0.3823144008
560	0.3822287682
561	0.3821375911
562	0.382034435
563	0.381887122
564	0.381806776
565	0.3816978176
566	0.3816190729
567	0.3815405363
568	0.3814562859
569	0.3814057673
570	0.3812865965
571	0.3812206795
572	0.3811480725
573	0.3810352775
574	0.3809161222
575	0.380873078
576	0.3808032563
577	0.3807147749
578	0.3806040274
579	0.3804900639
580	0.3803508003
581	0.380216175
582	0.3801555956
583	0.3800494812
584	0.3800075718
585	0.3799372542
586	0.3798823948
587	0.3798220467
588	0.3797012222
589	0.3795713112
590	0.3794792638
591	0.3794168664
592	0.3793149194
593	0.3792109561
594	0.3791479348
595	0.3790445051
596	0.3789612071
597	0.3789225702
598	0.3788344064
599	0.3787610149
600	0.3786380327
601	0.3784984478
602	0.3783988347
603	0.3783301004
604	0.3782349035
605	0.3781635235
606	0.378053357
607	0.3779546019
608	0.3778863565
609	0.377772227
610	0.3777040464
611	0.3776323929
612	0.3775543673
613	0.3774249116
614	0.3773132744
615	0.3772184525
616	0.3771241642
617	0.3770345247
618	0.3769136281
619	0.376825847
620	0.3767350713
621	0.3766112576
622	0.3765507371
623	0.3764848796
624	0.3763586808
625	0.3762949109
626	0.376246317
627	0.376142497
628	0.3760840051
629	0.376030342
630	0.3759240013
631	0.3758478835
632	0.3757514898
633	0.3756564054
634	0.3755376381
635	0.3754690438
636	0.3753961791
637	0.3752931316
638	0.3752015019
639	0.3751065624
640	0.3749953891
641	0.3749211265
642	0.3748185455
643	0.374725365
644	0.3745979797
645	0.3745480176
646	0.3744840165
647	0.3743947768
648	0.3743302392
649	0.3742617387
650	0.3741629124
651	0.3740749436
652	0.3739668558
653	0.3738652636
654	0.373802689
655	0.3736908012
656	0.3735978553
657	0.3735414238
658	0.3734368736
659	0.3733292745
660	0.3732642369
661	0.3731794023
662	0.3730817733
663	0.3730310125
664	0.372976452
665	0.3728995394
666	0.3727926949
667	0.3727297143
668	0.3726157614
669	0.37255304
670	0.372471777
671	0.3723392504
672	0.372307132
673	0.3722722864
674	0.3721587481
675	0.3721279376
676	0.3720599155
677	0.3719822396
678	0.3719049183
679	0.3718066529
680	0.3716928162
681	0.3716238297
682	0.3715178909
683	0.3714394391
684	0.3713555476
685	0.3712516867
686	0.3711694119
687	0.3710992221
688	0.3710034249
689	0.3709538293
690	0.3708787964
691	0.3708192033
692	0.3707367794
693	0.3706506081
694	0.3705913884
695	0.3705312236
696	0.3704300667
697	0.3703281699
698	0.3702627098
699	0.3701972146
700	0.3701151327
701	0.3700087887
702	0.3699361699
703	0.3698885162
704	0.3698621054
705	0.3697935476
706	0.3697427614
707	0.3696774367
708	0.3695991278
709	0.3695592244
710	0.369491814
711	0.3694083717
712	0.3692973104
713	0.3692109459
714	0.3690954972
715	0.3690043578
716	0.3689433181
717	0.3688207901
718	0.3687277098
719	0.3686654577
720	0.3685974952
721	0.3685513011
722	0.3684643533
723	0.3683809074
724	0.3683012097
725	0.3682649575
726	0.368226551
727	0.3681595376
728	0.3680619523
729	0.3679634133
730	0.3678569101
731	0.3677586778
732	0.3677167695
733	0.3676129278
734	0.3675337995
735	0.3674404028
736	0.3674082605
737	0.3673316188
738	0.3672256323
739	0.3671467098
740	0.3670659265
741	0.366991177
742	0.3668888203
743	0.3667991309
744	0.3666968638
745	0.3665947819
746	0.3665287457
747	0.3664393899
748	0.3663722037
749	0.3662770912
750	0.3661805434
751	0.366127011
752	0.3660413332
753	0.3659797543
754	0.3658980471
755	0.365745765
756	0.36570421
757	0.3656119634
758	0.365570672
759	0.3654640594
760	0.3653836945
761	0.3653429775
762	0.3652860362
763	0.3652189091
764	0.3651339072
765	0.3650893416
766	0.3650088364
767	0.3649314892
768	0.3648595111
769	0.3648106019
770	0.3647660744
771	0.3646448708
772	0.3645470302
773	0.3644536194
774	0.3643712834
775	0.3642850457
776	0.3642108035
777	0.3641028383
778	0.3639773936
779	0.3638959665
780	0.3637794028
781	0.3636885601
782	0.3635869072
783	0.3635338931
784	0.3634425035
785	0.3633467361
786	0.3632355509
787	0.3631607286
788	0.3630698512
789	0.3630229687
790	0.362985765
791	0.3629037223
792	0.3628267244
793	0.3627710867
794	0.362683245
795	0.3626007403
796	0.3625796999
797	0.3624878718
798	0.3624025727
799	0.3623068887
800	0.3622181835
801	0.3621498228
802	0.3620297156
803	0.3619559363
804	0.3618700832
805	0.3617913708
806	0.3617092146
807	0.3616092158
808	0.3615245772
809	0.3614391594
810	0.3613752894
811	0.361278625
812	0.3612231194
813	0.3611748388
814	0.3610674268
815	0.3609862957
816	0.3609437981
817	0.3608512683
818	0.360765697
819	0.3606531308
820	0.3605897881
821	0.3605538666
822	0.3604882059
823	0.3604594221
824	0.3604091606
825	0.3603009612
826	0.3602121386
827	0.3601481105
828	0.3600664103
829	0.3600047596
830	0.3599193499
831	0.3598646077
832	0.3597616431
833	0.3597023048
834	0.3596104177
835	0.3595487894
836	0.3594909564
837	0.359458757
838	0.3593627084
839	0.359245895
840	0.3591602297
841	0.3591316354
842	0.3590532928
843	0.3588977977
844	0.3587771137
845	0.3587003058
846	0.3586590886
847	0.3585614919
848	0.358471698
849	0.3584099094
850	0.3583419644
851	0.3582711829
852	0.3582431122
853	0.3581995848
854	0.3581177819
855	0.3580446758
856	0.3579757384
857	0.3578484132
858	0.3577855886
859	0.3577095562
860	0.3576592026
861	0.3575814318
862	0.3575060514
863	0.3574559308
864	0.3573565119
865	0.3572922689
866	0.3572321389
867	0.3571491141
868	0.3570679079
869	0.3569918847
870	0.3569063635
871	0.3568741612
872	0.3568144583
873	0.3567316264
874	0.3566569567
875	0.3565841055
876	0.3564306867
877	0.3563497375
878	0.3562753894
879	0.3562087564
880	0.3561214258
881	0.3560797694
882	0.3560106968
883	0.3558663935
884	0.3557828054
885	0.3557340374
886	0.3556972603
887	0.3556411962
888	0.3555294899
889	0.3554707961
890	0.3553985105
891	0.35537683
892	0.3552878904
893	0.3552157935
894	0.3551608613
895	0.3550233534
896	0.3549816932
897	0.3548850322
898	0.3548416438
899	0.3547775178
900	0.3547371441
901	0.3546602671
902	0.3545836993
903	0.3544523485
904	0.3543936098
905	0.3542921181
906	0.3542476441
907	0.3541616074
908	0.3541395193
909	0.3541111138
910	0.3540362721
911	0.3539808633
912	0.3538787001
913	0.3537947726
914	0.3537146406
915	0.3536486143
916	0.3535824896
917	0.3535509435
918	0.3534732032
919	0.3534029275
920	0.3533281835
921	0.3533111902
922	0.3532427285
923	0.3531608391
924	0.3531144275
925	0.3530216998
926	0.3529715948
927	0.3528809373
928	0.3527864152
929	0.3527099301
930	0.3526013218
931	0.3524890477
932	0.3524421185
933	0.3523874489
934	0.352298839
935	0.3522319859
936	0.3521468281
937	0.3520507536
938	0.3519526178
939	0.3518455791
940	0.3517910367
941	0.3517159787
942	0.3516522561
943	0.3515776664
944	0.351491464
945	0.3513731582
946	0.3512830815
947	0.3512181618
948	0.3511418742
949	0.3510626206
950	0.3510038069
951	0.3509412273
952	0.3508118526
953	0.3507353612
954	0.3506451841
955	0.3505546739
956	0.3505374647
957	0.3504455139
958	0.3503556983
959	0.3502903844
960	0.3502608192
961	0.3501837807
962	0.3501150876
963	0.3500254445
964	0.349942049
965	0.3498854153
966	0.3498052597
967	0.349740466
968	0.3496677993
969	0.3495962668
970	0.3495305443
971	0.3494574271
972	0.3493697637
973	0.3493109965
974	0.3492366202
975	0.3491440375
976	0.3491162989
977	0.3490538601
978	0.3489956783
979	0.3489288494
980	0.348855339
981	0.3487723445
982	0.3487471138
983	0.3486814021
984	0.3486159836
985	0.3485791364
986	0.3484873815
987	0.3484198016
988	0.3483701469
989	0.3482555553
990	0.3481684451
991	0.3481060682
992	0.3480503581
993	0.3480083733
994	0.347921626
995	0.3478534435
996	0.3477686061
997	0.3476887042
998	0.3476247827
999	0.3475678189
